기관코드,유형_1,유형_2,대표기관명,전체기관명,최하위기관명,대표전화번호,새우편번호,도로명주소 - 예: 서울특별시 중구 동호로5길 15 (신당동),비고 
5440014,지자체,보건_보건소,경상남도,경상남도 하동군 보건소,보건소,055-880-6611,52333,"경상남도 하동군 하동읍 군청로 31,하동군보건소",
5400046,지자체,보건_보건소,경상남도,경상남도 함안군 보건소,보건소,055-580-3101,52046,경상남도 함안군 가야읍 중앙남4길 10,
5460011,지자체,보건_보건소,경상남도,경상남도 함양군 보건소,보건소,055-960-5331,50039,경상남도 함양군 함양읍 한들로 141,
5480013,지자체,보건_보건소,경상남도,경상남도 합천군 보건소,보건소,055-930-3725,50232,경상남도 합천군 합천읍 동서로 39,
5370214,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 거제면보건지소,거제면보건지소,055-639-6257,53286,경상남도 거제시 거제면 읍내로7길 23,
5370081,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 남부면보건지소,남부면보건지소,055-639-6255,53333,경상남도 거제시 남부면 저구1길 37-1,
5370080,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 동부면보건지소,동부면보건지소,055-639-6253,53331,경상남도 거제시 동부면 동부로2길 21-1,
5370083,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 둔덕면보건지소,둔덕면보건지소,055-639-6259,53281,경상남도 거제시 둔덕면 거제남서로 4606,
5370084,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 사등면보건지소,사등면보건지소,055-639-6261,53276,경상남도 거제시 사등면 성포로 104-1,
5370088,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 아주보건지소,아주보건지소,055-639-6271,53304,경상남도 거제시 아주로3길 25,
5370085,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 연초면보건지소,연초면보건지소,055-639-6263,53212,경상남도 거제시 연초면 죽토로 11,
5370079,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 일운면보건지소,일운면보건지소,055-639-6251,53328,경상남도 거제시 일운면 지세포해안로 105,
5370087,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 장목면보건지소,장목면보건지소,055-639-6269,53201,경상남도 거제시 장목면 거제북로 1195,
5370089,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 칠천보건지소,칠천보건지소,055-639-6267,53204,경상남도 거제시 하청면 칠천로 274,
5370086,지자체,보건_보건지소,경상남도,경상남도 거제시 보건소 하청면보건지소,하청면보건지소,055-639-6265,53204,경상남도 거제시 하청면 하청로 12-9,
5470114,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 가북면보건지소,가북면보건지소,055-940-8650,50117,경상남도 거창군 가북면 용암로37,
5470113,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 가조면보건지소,가조면보건지소,055-940-8640,50118,경상남도 거창군 가조면 장군봉1길26,
5470106,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 고제면보건지소,고제면보건지소,055-940-8570,50111,경상남도 거창군 고제면 입석1길 6,
5470110,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 남상면보건지소,남상면보건지소,055-940-8610,50148,경상남도 거창군 남상면 수남로 1827,
5470112,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 남하면보건지소,남하면보건지소,055-940-8620,50123,경상남도 거창군 남하면 무릉4길 19-27,
5470109,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 마리면보건지소,마리면보건지소,055-940-8600,50108,경상남도 거창군 마리면 거안로845,
5470107,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 북상면보건지소,북상면보건지소,055-940-8580,50102,경상남도 거창군 북상면 덕유월성로 2313,
5470111,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 신원면보건지소,신원면보건지소,055-940-8630,50153,경상남도 거창군 신원면 신차로3079,
5470105,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 웅양면보건지소,웅양면보건지소,055-940-8560,50113,경상남도 거창군 웅양면 원촌4길14-9,
5470108,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 위천면보건지소,위천면보건지소,055-940-8590,50103,경상남도 거창군 위천면 원학길 325,
5470104,지자체,보건_보건지소,경상남도,경상남도 거창군 보건소 주상면보건지소,주상면보건지소,055-940-8550,50115,경상남도 거창군 주상면 주곡로655,
5430058,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 고현면보건지소,고현면보건지소,055-860-8561,52404,경상남도 남해군 고현면 탑동로43,
5430056,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 남면보건지소,남면보건지소,055-860-8541,52437,경상남도 남해군 남면 남서대로 778-11,
5430055,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 미조면보건지소,미조면보건지소,055-860-8531,52442,경상남도 남해군 미조면 미조로236번길 41,
5430054,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 삼동면보건지소,삼동면보건지소,055-860-8521,52444,경상남도 남해군 삼동면 동부대로 1876번가길 11-9,
5430053,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 상주면보건지소,상주면보건지소,055-860-8511,52440,경상남도 남해군 상주면 남해대로 716,
5430057,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 서면보건지소,서면보건지소,055-860-8551,52410,경상남도 남해군 서면 남서대로1687번길 28-4,
5430059,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 설천면보건지소,설천면보건지소,055-860-8571,52401,경상남도 남해군 설천면 설천로 654,
5430052,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 이동보건지소,이동보건지소,055-860-8501,52431,경상남도 남해군 이동면 무림로 64-5,
5430060,지자체,보건_보건지소,경상남도,경상남도 남해군 보건소 창선면보건지소,창선면보건지소,055-860-8581,52453,경상남도 남해군 창선면 창선로 60-9,
5450082,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 금서보건지소,금서보건지소,055-970-7656,52228,경상남도 산청군 금서면 동의보감로 1045-7,
5450107,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 단성보건지소,단성보건지소,055-970-7656,52251,경상남도 산청군 단성면 목화로991번길 17,
5450083,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 덕산통합보건지소,덕산통합보건지소,055-970-7651,52235,경상남도 산청군 삼장면 덕산대포로245번길 2,
5450105,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 생비량보건지소,생비량보건지소,055-970-7658,52256,경상남도 산청군 생비량면 비량로 29,
5450081,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 생초보건지소,생초보건지소,055-970-7654,52203,경상남도 산청군 생초면 새실로 5,
5450086,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 신등보건지소,신등보건지소,055-970-7659,52257,경상남도 산청군 신등면 신등가회로 10,
5450108,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 신안보건지소,신안보건지소,055-970-7657,52249,경상남도 산청군 신안면 원지강변로 101,
5450080,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 오부보건지소,오부보건지소,055-970-7653,52201,경상남도 산청군 오부면 오동로 643-7,
5450079,지자체,보건_보건지소,경상남도,경상남도 산청군 보건의료원 차황보건지소,차황보건지소,055-970-7652,52208,경상남도 산청군 차황면 친환경로3561번길 22-11,
5380133,지자체,보건_보건지소,경상남도,경상남도 양산시 보건소 웅상보건지소,웅상보건지소,055-392-6927,50527,"경상남도 양산시 삼호로 164 (삼호동, 웅상보건지소)",
5670073,지자체,보건_보건지소,경상남도,경상남도 창원시 진해보건소 서부보건지소,서부보건지소,055-225-6151,51680,경상남도 창원시 진해구 중원동로 62,
5440084,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 고전보건지소,고전보건지소,055-880-6685,52340,"경상남도 하동군 고전면 하동읍성로 343-4, 고전보건지소",
5440085,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 금남보건지소,금남보건지소,055-880-6686,52352,"경상남도 하동군 금남면 미법마을길 16, 금남보건지소",
5440086,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 금성보건지소,금성보건지소,055-880-6687,52353,"경상남도 하동군 금성면 금성중앙길 14, 금성보건지소",
5440089,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 북천보건지소,북천보건지소,055-880-6690,52317,"경상남도 하동군 북천면 경서대로 2455, 북천보건지소",
5440081,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 악양보건지소,악양보건지소,055-880-6682,52305,"경상남도 하동군 악양면 악양서로 399, 악양보건지소",
5440088,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 양보보건지소,양보보건지소,055-880-6689,52336,"경상남도 하동군 양보면 진양로 725, 양보보건지소",
5440091,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 옥종보건지소,옥종보건지소,055-880-6692,52313,"경상남도 하동군 옥종면 옥종중앙길 28, 옥종보건지소",
5440082,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 적량보건지소,적량보건지소,055-880-6686,52321,"경상남도 하동군 적량면 적량로 88, 적량보건지소",
5440087,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 진교보건지소,진교보건지소,055-880-6688,52344,"경상남도 하동군 진교면 강변길 13-1, 진교보건지소",
5440090,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 청암보건지소,청암보건지소,055-880-6691,52310,"경상남도 하동군 청암면 청학로 667, 청암보건지소",
5440080,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 화개보건지소,화개보건지소,055-880-6681,52303,"경상남도 하동군 화개면 쌍계로 28, 화개보건지소",
5440083,지자체,보건_보건지소,경상남도,경상남도 하동군 보건소 횡천보건지소,횡천보건지소,055-880-6684,52319,"경상남도 하동군 횡천면 강변길 35-3, 횡천보건지소",
5460040,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 마천보건지소,마천보건지소,055-960-5360,50055,경상남도 함양군 마천면 천왕봉로 1144-2,
5460048,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 백전보건지소,백전보건지소,055-960-5368,50027,경상남도 함양군 백전면 함양남서로 2355,
5460049,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 병곡보건지소,병곡보건지소,055-960-5369,50028,경상남도 함양군 병곡면 송호서원길 7,
5460047,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 서상보건지소,서상보건지소,055-960-5367,50001,경상남도 함양군 서상면 서상로 307,
5460046,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 서하보건지소,서하보건지소,055-960-5366,50003,경상남도 함양군 서하면 송계앞길 7,
5460043,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 수동보건지소,수동보건지소,055-960-5363,50022,경상남도 함양군 수동면 수동내동길 15,
5460045,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 안의보건지소,안의보건지소,055-960-5365,50009,경상남도 함양군 안의면 금성길 16,
5460042,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 유림보건지소,유림보건지소,055-960-5362,50051,경상남도 함양군 유림면 천왕봉로 2872-4,
5460044,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 지곡보건지소,지곡보건지소,055-960-5364,50018,경상남도 함양군 지곡면 함양로 1882-1,
5460041,지자체,보건_보건지소,경상남도,경상남도 함양군 보건소 휴천보건지소,휴천보건지소,055-960-5361,50052,경상남도 함양군 휴천면 함양남서로 513,
5350282,지자체,보건_센터,경상남도,경상남도 김해시 보건소 서부건강지원센터,서부건강지원센터,055-330-7971,50984,경상남도 김해시 능동로 149,
5450011,지자체,보건_의료원,경상남도,경상남도 산청군 보건의료원,보건의료원,055-970-7500,52221,경상남도 산청군 산청읍 중앙로 97,
5470076,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 강천보건진료소,강천보건진료소,055-940-8661,50113,경상남도 거창군 웅양면 강천장교길19,
5470077,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 개명보건진료소,개명보건진료소,055-940-8663,50111,경상남도 거창군 고제면 빼재로 1804,
5470078,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 거기보건진료소,거기보건진료소,055-940-8660,50115,경상남도 거창군 주상면 보해길244-11,
5470079,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 고학보건진료소,고학보건진료소,055-940-8668,50108,경상남도 거창군 마리면 고신1길 14,
5470080,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 구송보건진료소,봉산보건진료소,055-940-8664,50112,경상남도 거창군 고제면 하구송길 33,
5470081,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 대현보건진료소,대현보건진료소,055-940-8674,50153,경상남도 거창군 신원면 대현길 20,
5470082,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 도리보건진료소,도리보건진료소,055-940-8675,50119,경상남도 거창군 가조면 가조가야로 1439,
5470083,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 모전보건진료소,모동보건진료소,055-940-8667,50104,경상남도 거창군 위천면 빼재로 881,
5470084,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 소정보건진료소,소정보건진료소,055-940-8665,50102,경상남도 거창군 북상면 송계로1205,
5470086,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 양지보건진료소,양지보건진료소,055-940-8673,50151,경상남도 거창군 신원면 양지3길 4,
5470087,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 용암보건진료소,용암보건진료소,055-940-8676,50117,경상남도 거창군 가북면 용암로 717,
5470088,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 월성보건진료소,월성보건진료소,055-940-8666,50100,경상남도 거창군 북상면 은지밭길 79-6,
5470089,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 율리보건진료소,율리보건진료소,055-940-8669,50105,경상남도 거창군 마리면 풍계1길41,
5470090,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 임불보건진료소,임불보건진료소,055-940-8670,50150,경상남도 거창군 남상면 임불1길 5,
5470091,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 중촌보건진료소,중촌보건진료소,055-940-8677,50116,경상남도 거창군 가북면 가북로 1354,
5470092,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 지산보건진료소,지산보건진료소,055-940-8672,50122,경상남도 거창군 남하면 지산로735-15,
5470093,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 진목보건진료소,진목보건진료소,055-940-8671,50152,경상남도 거창군 남상면 진목1길 20,
5470085,지자체,보건_진료소,경상남도,경상남도 거창군 보건소 하성보건진료소,하성보건진료소,055-940-8662,50113,경상남도 거창군 웅양면 하곡1길3,
5430063,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 가인포보건진료소,가인포보건진료소,055-860-8903,52441,경상남도 남해군 미조면 동부대로 461,
5430074,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 고두보건진료소,고두보건진료소,055-860-8914,52454,경상남도 남해군 창선면 흥선로 641,
5430070,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 광천보건진료소,광천보건진료소,055-860-8910,52452,경상남도 남해군 창선면 서부로 432-1,
5430067,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 남상보건진료소,남상보건진료소,055-860-8907,52409,경상남도 남해군 서면 남서대로2197번길 6,
5430069,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 노량보건진료소,노량보건진료소,055-860-8909,52400,경상남도 남해군 설천면 노량로 198,
5430072,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 대벽보건진료소,대벽보건진료소,055-860-8912,52449,경상남도 남해군 창선면 서부로1244번길 16,
5430064,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 덕월보건진료소,덕월보건진료소,055-860-8904,52433,경상남도 남해군 남면 남서대로1180번길 18,
5430062,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 동천보건진료소,동천보건진료소,055-860-8902,52446,경상남도 남해군 삼동면 동부대로 1287,
5430065,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 선구보건진료소,선구보건진료소,055-860-8905,52435,경상남도 남해군 남면 남면로 1163,
5430061,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 시문보건진료소,시문보건진료소,055-860-8901,52443,경상남도 남해군 삼동면 난음로 338,
5430073,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 연곡보건진료소,연곡보건진료소,055-860-8913,52454,경상남도 남해군 창선면 연곡로 25,
5430071,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 율도보건진료소,율도보건진료소,055-860-8911,52449,경상남도 남해군 창선면 서부로1066번길 28-1,
5430075,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 적량보건진료소,적량보건진료소,055-860-8915,52455,경상남도 남해군 창선면 흥선로1198번길 10,
5430068,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 중현보건진료소,중현보건진료소,055-860-8908,52406,경상남도 남해군 서면 남서대로2618번길6,
5430066,지자체,보건_진료소,경상남도,경상남도 남해군 보건소 홍현보건진료소,홍현보건진료소,055-860-8906,52436,경상남도 남해군 남면 남면로 355-5,
5450091,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 금서향양진료소,금서향양진료소,055-970-7684,52231,경상남도 산청군 금서면 친환경로2211번길 14,
5450096,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 단성서부진료소,단성서부진료소,055-970-7688,52244,경상남도 산청군 단성면 옥단로2074번길 32-1,
5450097,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 단성소남진료소,단성소남진료소,055-970-7690,52247,경상남도 산청군 단성면 목화로341번길?30,
5450095,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 단성입석진료소,단성입석진료소,055-970-7689,52243,경상남도 산청군 단성면 석대로?5,
5450092,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 삼장평촌진료소,삼장평촌진료소,055-970-7685,52232,경상남도 산청군 삼장면 평촌유평로?18,
5450100,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 생비량가계진료소,생비량가계진료소,055-970-7693,52255,경상남도 산청군 생비량면 송계새길?12,
5450090,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 생초구평진료소,생초구평진료소,055-970-7683,52200,경상남도 산청군 생초면 새실로 455,
5450094,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 시천내대진료소,시천내대진료소,055-970-7687,52237,경상남도 산청군 시천면 삼신봉로679번길 7,
5450093,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 시천중산진료소,시천중산진료소,055-970-7686,52236,경상남도 산청군 시천면 지리산대로 530 ,
5450101,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 신등법물진료소,신등법물진료소,055-970-7694,52254,경상남도 산청군 신등면 황매산로 183-3 ,
5450099,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 신안문대진료소,신안문대진료소,055-970-7691,52259,경상남도 산청군 신안면 지리산대로 3915,
5450098,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 신안신안진료소,신안신안진료소,055-970-7692,52261,경상남도 산청군 신안면 수월로 30,
5450089,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 오성보건진료소,오성보건진료소,055-970-7695,52205,경상남도 산청군 오동로 192,
5450088,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 차황만암진료소,차황만암진료소,055-970-7682,52207,경상남도 산청군 차황면 황매산로1138번길 5 ,
5450087,지자체,보건_진료소,경상남도,경상남도 산청군 보건의료원 차황상중진료소,차황상중진료소,055-970-7681,52206,경상남도 산청군 차황면 신차로 2006번길 2,
5440120,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 갑정보건진료소,갑정보건진료소,055-880-6761,52341,"경상남도 하동군 진교면 갑정길7, 갑정보건진료소",
5440110,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 고하보건진료소,고하보건진료소,055-880-6758,52340,"경상남도 하동군 고전면 하동읍성로 579,고하보건진료소",
5440107,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 남산보건진료소,남산보건진료소,055-880-6755,52320,"경상남도 하동군 횡천면원곡길 102-5, 남산보건진료소",
5440111,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 덕천보건진료소,덕천보건진료소,055-880-6759,52350,"경상남도 하동군 금남면 대왕골길 6, 덕천보건진료소",
5440105,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 동매보건진료소,동매보건진료소,055-880-6752,52305,"경상남도 하동군 악양면 악양서로 656, 동매보건진료소",
5440124,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 묵계보건진료소,묵계보건진료소,055-880-6765,52309,"경상남도 하동군 청암면 청학로 2196, 묵계보건진료소",
5440122,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 방화보건진료소,방화보건진료소,055-880-6764,52317,"경상남도 하동군 북천면 경서대로 2015-1, 방화보건진료소",
5440103,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 범왕보건진료소,범왕보건진료소,055-880-6750,52301,"경상남도 하동군 화개면 범왕길 8, 법왕보건진료소",
5440104,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 부덕보건진료소,부덕보건진료소,055-880-6751,52304,"경상남도 하동군 하동읍 섬진강대로 3748-11, 부덕보건진료소",
5440116,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 북방보건진료소,북방보건진료소,055-880-6767,52314,"경상남도 하동군 옥종면 고성산동학로 735, 북방보건진료소",
5440117,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 삼화보건진료소,삼화보건진료소,055-880-6754,52320,"경상남도 하동군 적량면 삼화실로 415, 삼화보건진료소",
5440109,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 성천보건진료소,성천보건진료소,055-880-6757,52338,"경상남도 하동군 고전면 지소1길 22, 성천보건진료소",
5440118,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 우계보건진료소,우계보건진료소,055-880-6753,52321,"경상남도 하동군 적량면 원우길 59-19, 우계보건진료소",
5440121,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 우복보건진료소,우복보건진료소,055-880-6762,52335,"경상남도 하동군 양보면 서촌섬백이길 16, 우복보건진료소",
5440115,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 위태보건진료소,위태보건진료소,055-880-6766,52312,"경상남도 하동군 옥종면 돌고지로 1096, 위태보건진료소",
5440119,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 전대보건진료소,전대보건진료소,055-880-6756,52319,"경상남도 하동군 횡천면 전대1길129-1, 전대보건진료소",
5440112,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 중평보건진료소,중평보건진료소,055-880-6760,52351,"경상남도 하동군 금남면 상촌마을길 23, 중평보건진료소",
5440123,지자체,보건_진료소,경상남도,경상남도 하동군 보건소 화정보건진료소,화정보건진료소,055-880-6763,52315,"경상남도 하동군 북천면 화정길 45, 화정보건진료소",
5460053,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 동도보건진료소,동도보건진료소,055-960-5375,50007,경상남도 함양군 안의면 황마로 934,
5460063,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 마평보건진료소,마평보건진료소,055-960-5380,50028,경상남도 함양군 병곡면 마평길 40-10,
5460082,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 백운산보건진료소,백운산보건진료소,055-960-5379,50026,경상남도 함양군 백전면 운산1길 7-17,
5460055,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 상남보건진료소,상남보건진료소,055-960-5378,50000,경상남도 함양군 서상면 덕유월성로 371,
5460061,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 실덕보건진료소,실덕보건진료소,055-960-5372,50057,경상남도 함양군 마천면 덕전길 327-1,
5460051,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 엄천보건진료소,엄천보건진료소,055-960-5373,50054,경상남도 함양군 휴천면 한남안길 40,
5460062,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 용추보건진료소,용추보건진료소,055-960-5376,50005,경상남도 함양군 안의면 신안길 69,
5460054,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 운곡보건진료소,운곡보건진료소,055-960-5377,5003,경상남도 함양군 서하면 은행길 1,
5460052,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 죽산보건진료소,죽산보건진료소,055-960-5374,50016,경상남도 함양군 수동면 수남로 381,
5460050,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 창원보건진료소,창원보건진료소,055-960-5371,50056,경상남도 함양군 마천면 창원길 34,
5460060,지자체,보건_진료소,경상남도,경상남도 함양군 보건소 팔령보건진료소,팔령보건진료소,055-960-5370,50030,경상남도 함양군 함양읍 원구길 51,
6480572,지자체,소방_119_센터,경상남도,경상남도 거제소방서 거제119안전센터,거제119안전센터,055-689-9400,53286,경상남도 거제시 거제면 거제남서로 3429 (거제면 서정리),
6481016,지자체,소방_119_센터,경상남도,경상남도 거제소방서 동부119안전센터,동부119안전센터,055-689-9420,53332,경상남도 거제시 동부면 거제대로 957 (동부면 학동리),
6480571,지자체,소방_119_센터,경상남도,경상남도 거제소방서 신현119안전센터,신현119안전센터,055-689-9380,53287,경상남도 거제시 계룡로 52 (상동동),
6480795,지자체,소방_119_센터,경상남도,경상남도 거제소방서 연초119안전센터,연초119안전센터,055-689-9410,53212,경상남도 거제시 연초면 거제북로 1 (연초면 죽토리),
6480570,지자체,소방_119_센터,경상남도,경상남도 거제소방서 옥포119안전센터,옥포119안전센터,055-689-9361,53224,경상남도 거제시 진목로 1 (옥포동),
6480569,지자체,소방_119_센터,경상남도,경상남도 거제소방서 장승포119안전센터,장승포119안전센터,055-689-9370,53317,경상남도 거제시 능포로 77 (장승포동),
6480853,지자체,소방_119_센터,경상남도,경상남도 거창소방서 가조119안전센터,가조119안전센터,055-940-9381,50118,경상남도 거창군 가조면 마상3길 32,
6480588,지자체,소방_119_센터,경상남도,경상남도 거창소방서 대평119안전센터,대평119안전센터,055-940-9361,50147,경상남도 거창군 거창읍 거함대로 3324,
6480589,지자체,소방_119_센터,경상남도,경상남도 거창소방서 위천119안전센터,위천119안전센터,055-940-9371,50103,경상남도 거창군 위천면 원학길 321,
6481059,지자체,소방_119_센터,경상남도,경상남도 고성소방서 거류119안전센터,거류119안전센터,055-670-9340,52921,경상남도 고성군 거류면 봉암1길 9,
6480799,지자체,소방_119_센터,경상남도,경상남도 고성소방서 고성119안전센터,고성119안전센터,055-670-9314,52939,경상남도 고성군 고성읍 남해안대로 2670,
6480800,지자체,소방_119_센터,경상남도,경상남도 고성소방서 회화119안전센터,회화119안전센터,055-670-9320,52914,경상남도 고성군 회화면 영회로 2211,
6481087,지자체,소방_119_센터,경상남도,경상남도 김해동부소방서 내외119안전센터,내외119안전센터,055-320-9381,50952,경상남도 김해시 내외로 77,
6481086,지자체,소방_119_센터,경상남도,경상남도 김해동부소방서 동상119안전센터,동상119안전센터,055-320-9371,50915,경상남도 김해시 분성로 335번길38-1,
6481090,지자체,소방_119_센터,경상남도,경상남도 김해동부소방서 북부119안전센터,북부119안전센터,055-320-9471,50901,경상남도 김해시 해반천로 166,
6481085,지자체,소방_119_센터,경상남도,경상남도 김해동부소방서 삼정119안전센터,삼정119안전센터,055-320-9361,50933,경상남도 김해시 김해대로 2507,
6481088,지자체,소방_119_센터,경상남도,경상남도 김해동부소방서 상동119안전센터,상동119안전센터,055-320-9461,50805,경상남도 김해시 상동면 상동로 637,
6481089,지자체,소방_119_센터,경상남도,경상남도 김해동부소방서 생림119안전센터,생림119안전센터,055-320-9441,50800,경상남도 김해시 생림면 봉림로 106,
6481094,지자체,소방_119_센터,경상남도,경상남도 김해서부소방서 장유119안전센터,장유119안전센터,055-344-9360,51002,경상남도 김해시 번화2로 12 ,
